PARTY,Q2A_C,Q2A_D,Q2A_F,Q2B_A,Q2B_B,Q2B_C,Q2B_D,Q2B_E,Q2B_F,Q2B_G,Q2B_H,Q2B_I,Q2B_J,Q2B_K,Q2B_L,Q2B_M,Q2B_N,Q2B_O,Q2B_P,demFav,Q2A_A,Q2A_B,Q2A_E,repFav,cDemFav,zDemFav,zRepFav
Independent,4,4,4,4,3,3,3,3,3,NA,NA,3,NA,NA,NA,4,NA,3,2,1.692307692,2,NA,3,2.5,-0.640553792,-0.799089029,0.637550921
Independent,4,NA,2,3,2,3,3,3,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2.3,3,2,4,2,-0.032861484,-0.040994607,0.009082872
Democrat,2,2,2,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.777777778,4,NA,2,2,-0.555083706,-0.692465341,0.009082872
Republican,4,3,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,NA,2,3,-0.932861484,-1.163742041,1.26601897
Democrat,2,2,2,3,2,2,2,2,2,2,NA,NA,2,NA,2,2,2,NA,NA,2.928571429,3,NA,2,2.5,0.595709945,0.743146457,0.637550921
Independent,3,NA,3,3,4,4,4,4,4,NA,NA,NA,2,NA,3,4,3,NA,3,1.615384615,2,3,3,2.333333333,-0.717476868,-0.895050348,0.428061571
Republican,3,NA,2,3,4,2,4,4,4,NA,NA,NA,2,NA,2,NA,NA,NA,3,2,2,2,2,3,-0.332861484,-0.415243752,1.26601897
Republican,4,NA,4,4,4,3,4,4,4,NA,NA,4,NA,4,NA,4,4,NA,4,1.076923077,3,3,3,2,-1.255938407,-1.566779582,0.009082872
Republican,4,NA,4,4,4,4,4,4,4,NA,NA,4,4,4,NA,NA,NA,NA,NA,1,2,3,3,2.333333333,-1.332861484,-1.662740901,0.428061571
Democrat,2,NA,2,2,2,1,2,3,3,NA,2,NA,2,2,NA,1,NA,NA,NA,3,4,2,4,1.666666667,0.667138516,0.832253397,-0.409895828
Democrat,NA,2,1,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Republican,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,1,1,NA,1,4,-1.332861484,-1.662740901,2.522955068
Independent,3,3,2,2,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.222222222,3,NA,3,2,-0.110639262,-0.138022163,0.009082872
Republican,2,NA,4,3,2,3,2,3,3,NA,2,NA,NA,3,NA,NA,2,3,2,2.384615385,3,2,2,2.666666667,0.051753901,0.064562844,0.84704027
Republican,4,NA,4,4,2,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.285714286,2,4,2,2.333333333,-1.047147198,-1.306313144,0.428061571
Democrat,2,NA,1,2,2,2,2,1,2,NA,NA,2,2,NA,NA,1,NA,2,2,3.230769231,4,3,4,1.333333333,0.897907747,1.120137354,-0.828874527
Independent,3,NA,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.75,2,NA,NA,3,0.417138516,0.520379109,1.26601897
Independent,3,3,2,3,3,3,3,2,4,NA,3,NA,NA,3,NA,3,NA,NA,NA,2.083333333,3,NA,3,2,-0.249528151,-0.311285656,0.009082872
Republican,3,4,2,3,4,3,4,3,4,NA,NA,NA,NA,NA,4,4,3,3,3,1.642857143,2,NA,3,2.5,-0.690004341,-0.860778448,0.637550921
Independent,2,3,1,1,NA,NA,NA,4,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,2.875,4,NA,2,2,0.542138516,0.676316253,0.009082872
Democrat,2,2,1,3,2,NA,3,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2.777777778,4,NA,4,1,0.444916294,0.555031808,-1.247853227
Republican,3,NA,2,3,3,NA,2,4,3,3,NA,NA,NA,3,NA,NA,4,2,3,2.083333333,1,3,1,3.333333333,-0.249528151,-0.311285656,1.684997669
Independent,1,2,2,3,3,3,3,3,2,3,3,NA,3,NA,NA,NA,NA,3,NA,2.384615385,4,NA,2,2,0.051753901,0.064562844,0.009082872
Independent,1,NA,2,2,2,2,2,2,1,NA,2,NA,NA,NA,2,NA,2,NA,NA,3.181818182,4,NA,4,1,0.848956698,1.05907106,-1.247853227
Democrat,1,2,1,1,3,3,1,3,2,3,NA,NA,3,2,NA,3,NA,3,NA,2.785714286,4,NA,4,1,0.452852802,0.564932579,-1.247853227
Independent,3,NA,3,4,4,2,4,4,3,NA,NA,NA,NA,3,2,3,NA,1,NA,2,4,2,4,1.666666667,-0.332861484,-0.415243752,-0.409895828
Republican,4,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,2.333333333,-1.332861484,-1.662740901,0.428061571
Republican,4,NA,3,4,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,4,4,4,1.076923077,1,2,2,3.333333333,-1.255938407,-1.566779582,1.684997669
Democrat,2,NA,1,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2.875,4,3,4,1.333333333,0.542138516,0.676316253,-0.828874527
Independent,4,4,3,2,3,3,4,4,4,NA,NA,NA,2,NA,3,3,NA,NA,NA,1.75,2,NA,1,3.5,-0.582861484,-0.727118039,1.894487019
Democrat,1,3,1,3,NA,3,2,2,2,4,2,2,NA,NA,NA,4,NA,NA,2,2.615384615,4,NA,4,1,0.282523132,0.352446801,-1.247853227
Independent,3,3,1,2,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.714285714,4,NA,3,1.5,0.38142423,0.47582564,-0.619385178
Other,2,NA,2,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2.666666667,0.667138516,0.832253397,0.84704027
Independent,4,4,4,4,NA,NA,NA,4,4,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1.375,4,NA,3,1.5,-0.957861484,-1.19492947,-0.619385178
Democrat,1,NA,1,1,1,1,1,1,1,NA,1,NA,2,NA,NA,2,2,NA,2,3.692307692,4,4,4,1,1.359446208,1.695905269,-1.247853227
Republican,4,NA,4,4,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,3,-1.332861484,-1.662740901,1.26601897
Independent,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,3,NA,3,2,0.667138516,0.832253397,0.009082872
Republican,4,4,4,4,NA,4,4,4,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,1,1,NA,2,3.5,-1.332861484,-1.662740901,1.894487019
Independent,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,3,NA,4,1.5,-0.082861484,-0.103369465,-0.619385178
Democrat,3,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,4,3,4,1.333333333,0.417138516,0.520379109,-0.828874527
Other,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,1,-0.332861484,-0.415243752,-1.247853227
Republican,4,NA,4,4,4,4,4,4,4,4,NA,NA,4,NA,4,NA,4,NA,4,1,1,2,1,3.666666667,-1.332861484,-1.662740901,2.103976369
Democrat,4,NA,3,4,3,4,4,2,3,4,4,4,NA,3,4,NA,NA,NA,NA,1.461538462,4,4,4,1,-0.871323022,-1.086972986,-1.247853227
Democrat,2,1,1,2,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.555555556,4,NA,3,1.5,1.222694072,1.525307368,-0.619385178
Democrat,2,4,2,2,2,2,2,2,2,NA,3,3,NA,NA,2,2,NA,NA,3,2.642857143,4,NA,4,1,0.309995659,0.386718701,-1.247853227
Republican,4,4,4,2,4,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,4,4,1.142857143,1,NA,2,3.5,-1.190004341,-1.484527022,1.894487019
Democrat,2,NA,1,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,NA,2,NA,3.076923077,2,2,2,3,0.744061593,0.928214716,1.26601897
Independent,4,4,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,4,1.5,-0.332861484,-0.415243752,-0.619385178
Republican,4,NA,4,4,4,4,4,4,4,4,NA,NA,4,4,4,4,NA,NA,NA,1,2,4,2,2.333333333,-1.332861484,-1.662740901,0.428061571
Democrat,3,4,2,3,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.428571429,4,NA,4,1,0.095709945,0.119397883,-1.247853227
Democrat,2,NA,1,2,2,NA,2,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3.125,4,2,4,1.666666667,0.792138516,0.98819054,-0.409895828
Other,3,4,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,NA,3,1.5,-0.082861484,-0.103369465,-0.619385178
Republican,4,NA,4,3,3,4,4,3,4,NA,NA,3,NA,NA,NA,NA,3,3,NA,1.545454545,1,3,2,3,-0.787406938,-0.98228791,1.26601897
Democrat,2,NA,1,2,1,1,1,1,2,NA,NA,4,NA,2,2,NA,NA,4,NA,3.083333333,4,3,4,1.333333333,0.750471849,0.936211492,-0.828874527
Democrat,2,NA,1,2,3,2,2,1,1,NA,NA,NA,NA,2,2,NA,NA,NA,2,3.181818182,4,3,4,1.333333333,0.848956698,1.05907106,-0.828874527
Democrat,2,2,2,2,2,2,2,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Independent,4,NA,3,4,3,3,NA,NA,NA,3,NA,3,NA,NA,3,3,NA,2,NA,1.9,3,4,3,1.666666667,-0.432861484,-0.539993467,-0.409895828
Democrat,2,NA,2,1,2,2,2,2,2,NA,3,NA,3,NA,NA,2,3,NA,3,2.769230769,3,NA,4,1.5,0.436369285,0.544369439,-0.619385178
Democrat,2,NA,1,1,4,2,2,2,1,3,4,4,NA,NA,4,NA,4,NA,NA,2.384615385,4,2,3,2,0.051753901,0.064562844,0.009082872
Independent,4,4,4,4,4,4,4,3,4,3,NA,NA,NA,4,4,NA,NA,NA,NA,1.166666667,1,NA,2,3.5,-1.166194817,-1.454824709,1.894487019
Independent,4,2,2,4,3,3,3,3,3,4,3,NA,NA,4,4,NA,NA,NA,4,1.714285714,1,NA,2,3.5,-0.61857577,-0.771671509,1.894487019
Republican,3,3,2,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,4,NA,4,1,0.333805183,0.416421014,-1.247853227
Republican,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,2.5,-1.332861484,-1.662740901,0.637550921
Republican,3,4,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.444444444,2,NA,2,3,-0.888417039,-1.108297723,1.26601897
Independent,2,NA,1,3,2,1,2,2,2,NA,NA,NA,NA,2,2,3,NA,4,NA,2.833333333,4,3,4,1.333333333,0.500471849,0.624337205,-0.828874527
Republican,4,NA,4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2.333333333,-1.332861484,-1.662740901,0.428061571
Republican,4,NA,4,4,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,1,2,3,2,2.666666667,-1.332861484,-1.662740901,0.84704027
Independent,2,NA,1,2,NA,NA,1,2,1,NA,NA,3,NA,NA,2,NA,NA,NA,NA,3.25,4,2,3,2,0.917138516,1.144127684,0.009082872
Republican,3,3,2,3,NA,NA,2,3,2,NA,NA,3,NA,NA,3,NA,3,NA,NA,2.3,2,NA,3,2.5,-0.032861484,-0.040994607,0.637550921
Democrat,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.75,4,NA,NA,1,1.417138516,1.767876258,-1.247853227
Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,1.26601897
Democrat,3,NA,1,1,2,NA,NA,3,3,NA,3,3,3,3,NA,3,NA,NA,NA,2.454545455,4,3,2,2,0.121683971,0.151800406,0.009082872
Republican,4,4,3,3,3,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,NA,2,3.5,-0.832861484,-1.038992326,1.894487019
Democrat,4,NA,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,2.333333333,0.667138516,0.832253397,0.428061571
Independent,3,NA,1,3,2,3,1,4,2,NA,NA,NA,NA,2,NA,NA,4,NA,1,2.636363636,4,3,4,1.333333333,0.303502152,0.37861807,-0.828874527
Democrat,4,NA,2,3,4,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.714285714,4,3,3,1.666666667,-0.61857577,-0.771671509,-0.409895828
Republican,4,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,4,1,1,3,2,3,-1.332861484,-1.662740901,1.26601897
Democrat,NA,NA,1,2,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4,NA,4,1,0.867138516,1.081752826,-1.247853227
Democrat,2,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.875,3,NA,3,2,0.542138516,0.676316253,0.009082872
Democrat,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,3,1.5,1.667138516,2.079750545,-0.619385178
Independent,2,NA,2,1,2,2,1,1,1,NA,NA,3,3,2,2,NA,NA,NA,NA,3.166666667,3,NA,3,2,0.833805183,1.040169588,0.009082872
Independent,3,NA,1,2,2,2,2,1,2,2,NA,NA,NA,2,4,NA,1,3,NA,2.923076923,4,2,4,1.666666667,0.590215439,0.736292077,-0.409895828
Democrat,2,NA,1,2,2,2,2,2,2,2,NA,3,3,NA,NA,NA,3,3,NA,2.769230769,4,3,4,1.333333333,0.436369285,0.544369439,-0.828874527
Republican,3,NA,3,3,4,4,4,3,3,NA,NA,4,NA,NA,3,NA,NA,2,3,1.75,2,2,2,3,-0.582861484,-0.727118039,1.26601897
Independent,3,3,1,2,3,4,2,2,4,NA,2,3,NA,3,3,NA,NA,3,NA,2.285714286,4,NA,3,1.5,-0.047147198,-0.058815995,-0.619385178
Republican,2,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,3,NA,3,2,0.917138516,1.144127684,0.009082872
Independent,2,NA,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.2,4,NA,4,1,0.867138516,1.081752826,-1.247853227
Independent,3,NA,1,2,3,3,3,1,2,3,NA,3,3,NA,3,3,NA,NA,NA,2.461538462,4,3,4,1.333333333,0.128676978,0.160524163,-0.828874527
Independent,1,1,2,4,2,2,1,1,4,NA,NA,4,4,NA,NA,NA,NA,2,NA,2.666666667,3,NA,2,2.5,0.333805183,0.416421014,0.637550921
Republican,4,NA,4,4,4,3,4,3,4,3,NA,NA,NA,NA,3,3,4,3,NA,1.461538462,2,2,2,3,-0.871323022,-1.086972986,1.26601897
Republican,4,NA,3,3,4,4,4,4,4,4,4,NA,NA,NA,4,4,NA,NA,4,1.153846154,2,3,4,2,-1.17901533,-1.470818262,0.009082872
Independent,2,2,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3,NA,3,2,0.467138516,0.582753967,0.009082872
Democrat,2,3,2,2,NA,2,1,1,2,NA,2,3,2,NA,NA,NA,2,NA,2,3,4,NA,3,1.5,0.667138516,0.832253397,-0.619385178
Independent,3,3,2,3,NA,NA,3,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2.25,4,NA,3,1.5,-0.082861484,-0.103369465,-0.619385178
Democrat,2,NA,1,3,2,1,2,3,1,NA,2,NA,2,2,NA,NA,3,NA,3,2.923076923,4,3,3,1.666666667,0.590215439,0.736292077,-0.409895828
Independent,3,NA,2,3,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4,3,4,1.333333333,0.167138516,0.208504822,-0.828874527
Independent,3,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,4,3,3,1.666666667,0.917138516,1.144127684,-0.409895828
Independent,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,2,2,2,NA,2,2,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Independent,2,NA,1,4,4,4,2,2,2,NA,NA,2,3,NA,NA,3,3,3,NA,2.307692308,4,3,3,1.666666667,-0.025169176,-0.031398476,-0.409895828
Democrat,2,NA,1,2,3,3,2,2,3,NA,3,NA,NA,4,3,NA,2,2,NA,2.538461538,4,2,3,2,0.205600055,0.256485482,0.009082872
Democrat,1,2,2,3,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,1,2.5,0.667138516,0.832253397,0.637550921
Independent,4,NA,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,1,3,4,2.333333333,-1.332861484,-1.662740901,0.428061571
Other,4,1,3,4,3,4,4,1,2,NA,NA,3,4,3,NA,NA,NA,3,4,1.928571429,4,NA,4,1,-0.404290055,-0.504350691,-1.247853227
Democrat,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,4,3,2,2,3,NA,2.785714286,4,NA,4,1,0.452852802,0.564932579,-1.247853227
Republican,4,4,4,4,4,4,4,4,4,3,NA,NA,3,4,4,4,NA,NA,NA,1.142857143,1,NA,2,3.5,-1.190004341,-1.484527022,1.894487019
Democrat,2,2,1,2,2,1,2,1,1,NA,NA,NA,3,2,2,2,NA,4,NA,3.071428571,4,NA,4,1,0.738567088,0.921360336,-1.247853227
Democrat,2,NA,2,3,2,1,1,2,1,3,3,NA,NA,2,NA,2,3,NA,NA,2.923076923,4,3,4,1.333333333,0.590215439,0.736292077,-0.828874527
Independent,4,4,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,4,NA,4,1,-0.582861484,-0.727118039,-1.247853227
Independent,2,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,3,2,NA,NA,NA,2.923076923,4,NA,4,1,0.590215439,0.736292077,-1.247853227
Independent,4,NA,4,4,4,4,4,4,4,NA,4,NA,NA,4,4,NA,NA,3,4,1.076923077,2,3,2,2.666666667,-1.255938407,-1.566779582,0.84704027
Democrat,2,NA,1,2,3,NA,2,2,2,NA,3,3,NA,NA,NA,3,NA,NA,NA,2.7,4,4,4,1,0.367138516,0.458004252,-1.247853227
Republican,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,3.5,-1.332861484,-1.662740901,1.894487019
Republican,3,NA,3,2,3,2,2,4,4,NA,NA,4,NA,NA,2,NA,NA,NA,2,2.181818182,3,2,1,3,-0.151043302,-0.188426089,1.26601897
Independent,4,NA,3,3,3,NA,4,4,3,NA,NA,NA,NA,2,NA,3,NA,NA,NA,1.777777778,4,4,4,1,-0.555083706,-0.692465341,-1.247853227
Republican,4,NA,3,2,4,4,4,4,4,NA,NA,NA,NA,4,NA,4,NA,NA,NA,1.3,1,3,2,3,-1.032861484,-1.288491756,1.26601897
Other,4,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,4,NA,4,1,1.067138516,1.331252256,-1.247853227
Republican,4,NA,4,4,NA,NA,1,4,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,1.375,2,3,2,2.666666667,-0.957861484,-1.19492947,0.84704027
Independent,3,NA,3,2,3,3,2,2,3,3,3,3,NA,NA,NA,NA,3,3,NA,2.230769231,2,NA,2,3,-0.102092253,-0.127359795,1.26601897
Independent,NA,NA,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,2,NA,NA,3,0.333805183,0.416421014,1.26601897
Independent,3,NA,4,2,4,3,1,3,4,3,NA,NA,NA,2,NA,4,NA,4,1,2.076923077,3,2,2,2.666666667,-0.255938407,-0.319282433,0.84704027
Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Independent,3,3,2,3,2,NA,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,2.222222222,3,NA,3,2,-0.110639262,-0.138022163,0.009082872
Independent,3,3,1,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166666667,NA,NA,NA,NA,-0.166194817,-0.207327561,NA
Democrat,1,4,1,1,2,2,2,2,2,3,NA,3,NA,3,NA,NA,3,NA,3,2.714285714,4,NA,2,2,0.38142423,0.47582564,0.009082872
Democrat,3,3,1,3,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4,NA,3,1.5,0.167138516,0.208504822,-0.619385178
Independent,4,NA,2,3,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,3,4,2,-0.832861484,-1.038992326,0.009082872
Republican,3,3,2,NA,NA,NA,NA,3,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,1.833333333,4,NA,3,1.5,-0.499528151,-0.623159943,-0.619385178
Republican,4,4,4,4,4,4,4,4,4,NA,4,NA,4,4,NA,4,4,NA,NA,1,1,NA,3,3,-1.332861484,-1.662740901,1.26601897
Democrat,2,NA,2,3,2,2,2,2,2,NA,2,NA,NA,3,NA,2,NA,NA,NA,2.818181818,4,3,4,1.333333333,0.485320334,0.605435733,-0.828874527
Independent,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,4,1,-1.332861484,-1.662740901,-1.247853227
Democrat,3,NA,2,4,4,NA,4,1,NA,4,4,NA,NA,4,NA,NA,4,4,NA,1.545454545,4,3,3,1.666666667,-0.787406938,-0.98228791,-0.409895828
Democrat,2,2,1,1,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.111111111,4,NA,2,2,0.778249627,0.970864191,0.009082872
Democrat,3,3,1,NA,2,4,3,3,3,NA,3,NA,3,NA,NA,3,3,NA,NA,2.166666667,3,NA,3,2,-0.166194817,-0.207327561,0.009082872
Democrat,1,NA,1,2,2,1,2,2,2,2,NA,NA,NA,2,NA,2,2,2,NA,3.230769231,4,2,4,1.666666667,0.897907747,1.120137354,-0.409895828
Democrat,2,NA,1,2,2,1,2,2,2,2,NA,NA,NA,2,2,NA,2,NA,2,3.153846154,4,2,4,1.666666667,0.82098467,1.024176035,-0.409895828
Democrat,2,NA,1,1,2,2,1,1,1,NA,NA,2,NA,NA,2,2,2,2,NA,3.384615385,4,3,4,1.333333333,1.051753901,1.312059992,-0.828874527
Democrat,2,NA,1,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2.888888889,3,2,3,2.333333333,0.556027405,0.693642602,0.428061571
Democrat,2,NA,1,2,2,1,2,2,1,NA,NA,2,NA,2,2,NA,NA,3,2,3.153846154,4,3,4,1.333333333,0.82098467,1.024176035,-0.828874527
Republican,4,NA,3,3,NA,3,NA,4,4,2,3,NA,3,3,NA,NA,NA,NA,NA,1.8,2,3,3,2.333333333,-0.532861484,-0.664743182,0.428061571
Independent,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,2,NA,NA,3,1.000471849,1.248085779,1.26601897
Independent,2,3,1,2,NA,2,2,1,1,NA,NA,NA,NA,4,NA,3,2,4,2,2.769230769,4,NA,2,2,0.436369285,0.544369439,0.009082872
Democrat,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,4,NA,3,1.5,0.917138516,1.144127684,-0.619385178
Democrat,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1,0.667138516,0.832253397,-1.247853227
Independent,2,3,1,2,4,4,4,1,1,4,NA,NA,NA,NA,4,NA,4,NA,4,2.076923077,4,NA,2,2,-0.255938407,-0.319282433,0.009082872
Republican,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,4,-1.332861484,-1.662740901,2.522955068
Independent,4,4,3,2,4,4,4,2,2,NA,2,4,NA,4,NA,NA,4,4,NA,1.642857143,3,NA,3,2,-0.690004341,-0.860778448,0.009082872
Independent,2,NA,1,2,2,3,3,2,3,3,2,NA,3,2,NA,2,NA,NA,NA,2.692307692,3,3,3,2,0.359446208,0.44840812,0.009082872
Republican,4,NA,3,2,3,4,2,2,2,NA,NA,NA,NA,2,3,3,4,NA,4,2.076923077,3,3,3,2,-0.255938407,-0.319282433,0.009082872
Republican,1,NA,1,1,2,2,2,2,2,NA,2,3,NA,1,1,1,NA,NA,NA,3.384615385,4,4,4,1,1.051753901,1.312059992,-1.247853227
Democrat,2,2,1,2,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.875,4,NA,3,1.5,0.542138516,0.676316253,-0.619385178
Democrat,2,2,1,2,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.888888889,4,NA,3,1.5,0.556027405,0.693642602,-0.619385178
Democrat,4,NA,3,4,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,4,NA,NA,1,-0.732861484,-0.914242611,-1.247853227
Democrat,4,2,2,3,4,NA,NA,2,3,NA,2,1,NA,NA,NA,NA,NA,NA,3,2.4,4,NA,4,1,0.067138516,0.083755107,-1.247853227
Republican,4,NA,4,4,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,1,1,3,3,2.666666667,-1.332861484,-1.662740901,0.84704027
Democrat,2,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4,3,3,1.666666667,0.867138516,1.081752826,-0.409895828
Republican,4,NA,4,2,2,3,4,4,4,NA,NA,4,3,NA,NA,NA,NA,NA,NA,1.6,3,4,2,2,-0.732861484,-0.914242611,0.009082872
Republican,4,4,3,3,4,4,4,4,3,4,3,NA,3,NA,NA,NA,NA,NA,NA,1.416666667,2,NA,2,3,-0.916194817,-1.142950422,1.26601897
Independent,4,NA,3,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1.111111111,2,4,2,2.333333333,-1.221750373,-1.524130106,0.428061571
Democrat,3,NA,1,2,2,NA,2,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,4,2,3,2,0.667138516,0.832253397,0.009082872
Independent,2,2,1,2,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2.5,0.667138516,0.832253397,0.637550921
Republican,3,3,2,3,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.222222222,2,NA,2,3,-0.110639262,-0.138022163,1.26601897
